-0.01029	-0.0014	-31864556310240465e-23
-0.01029	-0.0013812080536912753	-3212180529224828e-22
-0.01029	-0.0013624161073825503	-3237803033967848e-22
-0.01029	-0.0013436241610738256	-32633159119522075e-23
-0.01029	-0.0013248322147651006	-32887118701472574e-23
-0.01029	-0.001306040268456376	-3313983559554179e-22
-0.01029	-0.001287248322147651	-3339123579078532e-22
-0.01029	-0.0012684563758389262	-3364124479510548e-22
-0.01029	-0.0012496644295302013	-33889787676097675e-23
-0.01029	-0.0012308724832214765	-3413678910290339e-22
-0.01029	-0.0012120805369127516	-3438217338903213e-22
-0.01029	-0.0011932885906040269	-34625864536110813e-23
-0.01029	-0.001174496644295302	-3486778627851962e-22
-0.01029	-0.0011557046979865772	-351078621288689e-21
-0.01029	-0.0011369127516778522	-3534601542427208e-22
-0.01029	-0.0011181208053691275	-3558216937336662e-22
-0.01029	-0.0010993288590604028	-3581624710403417e-22
-0.01029	-0.0010805369127516778	-3604817171176897e-22
-0.01029	-0.001061744966442953	-3627786630864325e-22
-0.01029	-0.0010429530201342282	-3650525407281586e-22
-0.01029	-0.0010241610738255034	-3673025829853012e-22
-0.01029	-0.0010053691275167785	-36952802446546205e-23
-0.01029	-0.0009865771812080538	-3717281019495072e-22
-0.01029	-0.0009677852348993288	-37390205490287737e-23
-0.01029	-0.0009489932885906041	-37604912598953516e-23
-0.01029	-0.0009302013422818792	-3781685615879615e-22
-0.01029	-0.0009114093959731544	-3802596123086259e-22
-0.01029	-0.0008926174496644296	-3823215335123411e-22
-0.01029	-0.0008738255033557047	-3843535858289097e-22
-0.01029	-0.0008550335570469799	-38635503567547846e-23
-0.01029	-0.000836241610738255	-38832515577400964e-23
-0.01029	-0.0008174496644295302	-39026322566728483e-23
-0.01029	-0.0007986577181208054	-39216853223285785e-23
-0.01029	-0.0007798657718120805	-3940403701943781e-22
-0.01029	-0.0007610738255033557	-39587804262971363e-23
-0.01029	-0.0007422818791946309	-39768086147530004e-23
-0.01029	-0.000723489932885906	-39944814802616633e-23
-0.01029	-0.0007046979865771812	-4011792334310766e-22
-0.01029	-0.0006859060402684563	-4028734591822528e-22
-0.01029	-0.0006671140939597315	-40453017759914043e-23
-0.01029	-0.0006483221476510067	-4061487523057012e-22
-0.01029	-0.0006295302013422819	-4077285587007191e-22
-0.01029	-0.0006107382550335571	-4092689844206237e-22
-0.01029	-0.0005919463087248323	-4107694297943454e-22
-0.01029	-0.0005731543624161074	-4122293082897294e-22
-0.01029	-0.0005543624161073826	-41364804695105527e-23
-0.01029	-0.0005355704697986577	-41502508682720993e-23
-0.01029	-0.0005167785234899329	-4163598833900946e-22
-0.01029	-0.0004979865771812081	-41765190694284134e-23
-0.01029	-0.0004791946308724832	-4189006430174492e-22
-0.01029	-0.0004604026845637584	-4201055927614481e-22
-0.01029	-0.00044161073825503354	-42126627331322785e-23
-0.01029	-0.0004228187919463087	-42238221816567525e-23
-0.01029	-0.00040402684563758387	-42345297751778277e-23
-0.01029	-0.0003852348993288591	-42447811861390963e-23
-0.01029	-0.00036644295302013424	-4254572260703833e-22
-0.01029	-0.0003476510067114094	-4263899021891578e-22
-0.01029	-0.00032885906040268457	-4272757672582461e-22
-0.01029	-0.00031006711409395973	-4281144598386721e-22
-0.01029	-0.0002912751677852349	-42890563703769397e-23
-0.01029	-0.00027248322147651005	-42964897476806605e-23
-0.01029	-0.0002536912751677852	-4303441679931334e-22
-0.01029	-0.0002348993288590604	-4309909309575439e-22
-0.01029	-0.00021610738255033556	-43158899740340026e-23
-0.01029	-0.00019731543624161075	-43213812077167974e-23
-0.01029	-0.0001785234899328859	-4326380743887518e-22
-0.01029	-0.00015973154362416107	-4330886516378592e-22
-0.01029	-0.00014093959731543624	-4334896661154236e-22
-0.01029	-0.0001221476510067114	-43384095177205617e-23
-0.01029	-0.00010335570469798657	-43414236303816777e-23
-0.01029	-8456375838926175e-20	-4343937749340807e-22
-0.01029	-6577181208053691e-20	-4345950831645647e-22
-0.01029	-4697986577181208e-20	-43474620419772083e-23
-0.01029	-28187919463087248e-21	-43484707532816103e-23
-0.01029	-9395973154362416e-21	-4348976547244305e-22
-0.01029	9395973154362416e-21	-43489792146064366e-23
-0.01029	28187919463087248e-21	-4348478755323088e-22
-0.01029	4697986577181208e-20	-43474753785632613e-23
-0.01029	6577181208053691e-20	-4345969502551672e-22
-0.01029	8456375838926175e-20	-43439617542523645e-23
-0.01029	0.00010335570469798657	-4341452968894521e-22
-0.01029	0.0001221476510067114	-4338444189340639e-22
-0.01029	0.00014093959731543624	-43349366652977073e-23
-0.01029	0.00015973154362416107	-43309318523718657e-23
-0.01029	0.0001785234899328859	-43264314109672635e-23
-0.01029	0.00019731543624161075	-43214372050299924e-23
-0.01029	0.00021610738255033556	-431595130063794e-21
-0.01029	0.0002348993288590604	-4309975964437778e-22
-0.01029	0.0002536912751677852	-4303513661930163e-22
-0.01029	0.00027248322147651005	-4296567055604495e-22
-0.01029	0.0002912751677852349	-4289139002924807e-22
-0.01029	0.00031006711409395973	-42812325541682e-20
-0.01029	0.00032885906040268457	-427285095011772e-21
-0.01029	0.0003476510067114094	-42639976196114606e-23
-0.01029	0.00036644295302013424	-42546761769499005e-23
-0.01029	0.0003852348993288591	-42448904191636987e-23
-0.01029	0.00040402684563758387	-4234644323144173e-22
-0.01029	0.0004228187919463087	-4223942042638969e-22
-0.01029	0.00044161073825503354	-42127879051155075e-23
-0.01029	0.0004604026845637584	-42011864084949397e-23
-0.01029	0.0004791946308724832	-4189142217759562e-22
-0.01029	0.0004979865771812081	-41766601614367236e-23
-0.01029	0.0005167785234899329	-41637452279624677e-23
-0.01029	0.0005355704697986577	-4150402561928233e-22
-0.01029	0.0005543624161073826	-4136637460214222e-22
-0.01029	0.0005731543624161074	-412245536801305e-21
-0.01029	0.0005919463087248323	-4107861874747576e-22
-0.01029	0.0006107382550335571	-40928627098868423e-23
-0.01029	0.0006295302013422819	-4077463738664335e-22
-0.01029	0.0006483221476510067	-4061670957702807e-22
-0.01029	0.0006671140939597315	-4045490490550137e-22
